Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2009,2.73E+11,"St. Paul city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","St. Paul city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota",mn,321,0,ACSSF,18272,27,58000,2758000,33460,Y,32100US273346058000,,,278342,,,,278342,185371,36707,2779,35894,74,8084,9433,216404,151434,131,151303,138512,12791,64970,151303,138512,12791,49986,0.465000004,120441,1945,223940,48330,1046,21247,11731,12520,1786,31.10000038,58474,8304,2277,489,1085,878,207,4453,4031,422,50170,174787,29597,145190
2009,3.44E+11,"Newark city; New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New Jersey","Newark city; New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New Jersey",nj,321,0,ACSSF,13385,34,51000,3451000,35620,Y,32100US343562051000,,,277070,,,,277070,73612,143566,1257,4530,89,44005,10011,212465,128954,106,128848,112904,15944,83511,128848,112904,15944,38562,0.465999991,110792,1955,314515,71301,2883,29151,17766,18654,2847,31.5,61228,12915,1375,1192,1015,796,219,9333,8196,1137,48313,167220,34765,132455
2009,3.62E+11,"Buffalo city; Buffalo-Niagara Falls, NY Metro Area; New York","Buffalo city; Buffalo-Niagara Falls, NY Metro Area; New York",ny,321,0,ACSSF,32630,36,11000,3611000,15380,Y,32100US361538011000,,,273335,,,,273335,147472,102419,1610,4895,15,10319,6605,214487,127524,169,127355,111959,15396,86963,127355,111959,15396,32989,0.501999974,145668,1939,70809,65537,2397,24521,13067,21683,3869,34.40000153,61471,14860,1721,759,1569,1229,340,10811,9455,1356,46611,165550,43599,121951
2009,4.82E+11,"Plano city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Plano city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas",tx,321,0,ACSSF,34975,48,58016,4858016,19100,Y,32100US481910058016,,,261902,,,,261902,194447,16104,1301,39043,281,6673,4053,201060,146682,113,146569,139277,7292,54378,146569,139277,7292,89995,0.43900001,99250,1990,223723,30119,900,16745,6733,4918,823,26.5,67618,2892,872,436,179,88,91,1405,1249,156,64726,171958,8970,162988
2009,1.82E+11,"Fort Wayne city; Fort Wayne, IN Metro Area; Indiana","Fort Wayne city; Fort Wayne, IN Metro Area; Indiana",in,321,0,ACSSF,14762,18,25000,1825000,23060,Y,32100US182306025000,,,252524,,,,252524,191773,38577,655,6039,175,8551,6754,193182,130836,231,130605,119390,11215,62346,130605,119390,11215,47047,0.430999994,115887,1967,106323,36628,1500,18132,7235,7748,2013,26.70000076,63281,7430,1262,648,669,411,258,4851,4433,418,55851,154877,20725,134152
2009,3.13E+11,"Lincoln city; Lincoln, NE Metro Area; Nebraska","Lincoln city; Lincoln, NE Metro Area; Nebraska",ne,321,0,ACSSF,8919,31,28000,3128000,30700,Y,32100US313070028000,,,247882,,,,247882,220924,8666,1501,8347,302,3080,5062,197707,145123,391,144732,137210,7522,52584,144732,137210,7522,52458,0.439999998,105864,1975,150741,40636,1053,19529,8789,9664,1601,28.79999924,59061,4844,1255,389,385,316,69,2815,2640,175,54217,155948,23333,132615
2009,3.72E+11,"Greensboro city; Greensboro-High Point, NC Metro Area; North Carolina","Greensboro city; Greensboro-High Point, NC Metro Area; North Carolina",nc,321,0,ACSSF,17673,37,28000,3728000,24660,Y,32100US372466028000,,,245776,,,,245776,129261,94069,1346,9113,235,7787,3965,194890,130746,260,130486,119996,10490,64144,130486,119996,10490,44582,0.492000014,115221,1979,154651,46417,1372,20297,11065,11488,2195,30.5,57735,7354,1284,528,1041,747,294,4501,4000,501,50381,151163,26025,125138
2009,1.25E+11,"St. Petersburg city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","St. Petersburg city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida",fl,321,0,ACSSF,22005,12,63000,1263000,45300,Y,32100US124530063000,,,245764,,,,245764,171842,57414,514,8620,43,2861,4470,201406,130447,505,129942,121401,8541,70959,129942,121401,8541,46811,0.463,130180,1964,197875,39019,741,15683,11131,9400,2064,32.59999847,59360,5871,819,989,966,643,323,3097,2720,377,53489,155045,19345,135700
2009,5.15E+11,"Norfolk city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Norfolk city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia",va,321,0,ACSSF,12123,51,57000,5157000,47260,Y,32100US514726057000,,,236071,,,,236071,114711,103646,951,7302,405,3764,5292,185313,128120,21252,106868,97656,9212,57193,106868,97656,9212,45330,0.469000012,95398,1959,214057,45448,1398,19263,11803,10839,2145,31.20000076,51434,7348,692,545,634,531,103,5477,4993,484,44086,138091,19418,118673
2009,43806065000,"Scottsdale city; Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona","Scottsdale city; Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona",az,321,0,ACSSF,8055,4,65000,465000,38060,Y,32100US043806065000,,,233105,,,,233105,212858,3649,1843,7207,140,4627,2781,194365,124164,177,123987,118748,5239,70201,123987,118748,5239,76066,0.503000021,125452,1987,501095,28381,985,13521,6123,5934,1818,28.20000076,59142,2560,427,849,348,212,136,936,833,103,56582,146179,9553,136626
2009,11382007000,"Birmingham city; Birmingham-Hoover, AL Metro Area; Alabama","Birmingham city; Birmingham-Hoover, AL Metro Area; Alabama",al,321,0,ACSSF,9888,1,7000,107000,13820,Y,32100US011382007000,,,231486,,,,231486,58461,165140,450,2571,83,2749,2032,184080,114026,130,113896,99977,13919,70054,113896,99977,13919,34432,0.486999989,119245,1961,92856,46695,1393,18091,9729,13531,3951,33.20000076,54870,11583,1312,765,953,698,255,8553,7293,1260,43287,145785,32469,113316
2009,5.53E+11,"Madison city; Madison, WI Metro Area; Wisconsin","Madison city; Madison, WI Metro Area; Wisconsin",wi,321,0,ACSSF,15954,55,48000,5548000,31540,Y,32100US553154048000,,,229051,,,,229051,188510,15003,836,14864,21,3742,6075,194987,141205,173,141032,133920,7112,53782,141032,133920,7112,55700,0.456999987,106337,1972,234474,47016,960,19611,9557,15122,1766,32.90000153,45563,3699,626,239,497,458,39,2337,1944,393,41864,160302,35207,125095
2009,1.24E+11,"Orlando city; Orlando-Kissimmee, FL Metro Area; Florida","Orlando city; Orlando-Kissimmee, FL Metro Area; Florida",fl,321,0,ACSSF,21985,12,53000,1253000,36740,Y,32100US123674053000,,,227961,,,,227961,132716,62599,944,6746,62,20940,3954,179769,132172,194,131978,120720,11258,47597,131978,120720,11258,46912,0.463,112026,1983,247181,56030,1009,22910,16194,14008,1909,33,50498,6493,850,678,660,484,176,4305,3729,576,44005,153216,21467,131749
2009,2.21E+11,"Baton Rouge city; Baton Rouge, LA Metro Area; Louisiana","Baton Rouge city; Baton Rouge, LA Metro Area; Louisiana",la,321,0,ACSSF,11576,22,5000,2205000,12940,Y,32100US221294005000,,,225780,,,,225780,94460,120690,342,6289,8,1143,2848,178988,115304,81,115223,105038,10185,63684,115223,105038,10185,38485,0.529999971,101856,1971,149112,44464,1370,15224,9004,14731,4135,36.5,50321,9783,1096,817,945,699,246,6925,6027,898,40538,139648,36714,102934
2009,3.75E+11,"Winston-Salem city; Winston-Salem, NC Metro Area; North Carolina","Winston-Salem city; Winston-Salem, NC Metro Area; North Carolina",nc,321,0,ACSSF,17707,37,75000,3775000,49180,Y,32100US374918075000,,,223672,,,,223672,120060,76307,671,3987,233,19228,3186,173659,110878,155,110723,101896,8827,62781,110723,101896,8827,45591,0.486999989,100504,1974,150958,35838,1247,15561,8061,8412,2557,29.79999924,53754,7841,1478,593,880,671,209,4890,4447,443,45913,132693,22412,110281
2009,4.83E+11,"Lubbock city; Lubbock, TX Metro Area; Texas","Lubbock city; Lubbock, TX Metro Area; Texas",tx,321,0,ACSSF,35001,48,45000,4845000,31180,Y,32100US483118045000,,,219081,,,,219081,171849,17286,1100,3716,154,19706,5270,172495,112883,188,112695,105202,7493,59612,112695,105202,7493,42416,0.488000005,96953,1976,109689,38766,997,14270,8235,11695,3569,34.79999924,52691,7176,1729,780,671,457,214,3996,3557,439,45515,134130,29272,104858
2009,3.72E+11,"Durham city (part); Durham-Chapel Hill, NC Metro Area; North Carolina","Durham city (part); Durham-Chapel Hill, NC Metro Area; North Carolina",nc,321,0,ACSSF,17668,37,19000,3719000,20500,Y,32100US372050019000,,,217254,,,,217254,97119,86198,257,10101,62,17941,5576,171324,120431,265,120166,111238,8928,50893,120166,111238,8928,51461,0.460000008,99876,1984,187992,43101,1332,19727,9832,9741,2469,29.29999924,50726,5917,976,520,682,515,167,3739,3271,468,44809,138638,20969,117669
2009,4.83E+11,"Laredo city; Laredo, TX Metro Area; Texas","Laredo city; Laredo, TX Metro Area; Texas",tx,321,0,ACSSF,34998,48,41464,4841464,29700,Y,32100US482970041464,,,215868,,,,215868,177476,1042,643,1294,31,33139,2243,142245,89890,128,89762,83110,6652,52355,89762,83110,6652,39949,0.456,64207,1989,112621,21320,467,8080,4978,5690,2105,33.5,48919,12424,4645,1264,898,861,37,5617,5160,457,36495,117171,26996,90175
2009,3.24E+11,"Reno city; Reno-Sparks, NV Metro Area; Nevada","Reno city; Reno-Sparks, NV Metro Area; Nevada",nv,321,0,ACSSF,3113,32,60600,3260600,39900,Y,32100US323990060600,,,213772,,,,213772,165172,6488,2283,13875,1441,18213,6300,168726,117910,500,117410,110086,7324,50816,117410,110086,7324,54211,0.456,95164,1983,340580,43771,1154,19955,11309,9597,1756,29.89999962,48240,4840,1261,370,481,399,82,2728,2484,244,43400,136946,19369,117577
2009,3.91E+11,"Akron city; Akron, OH Metro Area; Ohio","Akron city; Akron, OH Metro Area; Ohio",oh,321,0,ACSSF,26229,39,1000,3901000,10420,Y,32100US391042001000,,,208800,,,,208800,135828,62864,553,4120,0,1668,3767,164825,108271,67,108204,95550,12654,56554,108204,95550,12654,37959,0.460000008,100316,1951,101761,36802,1163,13957,8521,10520,2641,33.20000076,50484,8661,993,557,748,586,162,6363,5569,794,41823,130237,26991,103246
2009,3.64E+11,"Rochester city; Rochester, NY Metro Area; New York","Rochester city; Rochester, NY Metro Area; New York",ny,321,0,ACSSF,32657,36,63000,3663000,40380,Y,32100US364038063000,,,208001,,,,208001,102569,82794,761,5560,113,10063,6141,162164,97382,69,97313,86888,10425,64782,97313,86888,10425,33167,0.477999985,102094,1939,77977,48520,1088,16386,11170,17244,2632,37.79999924,42858,10449,1112,588,986,830,156,7763,7229,534,32409,130154,33728,96426
2009,5.15E+11,"Arlington CDP; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Virginia","Arlington CDP; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Virginia",va,321,0,ACSSF,12127,51,3000,5103000,47900,Y,32100US514790003000,,,206405,,,,206405,147230,16725,571,17365,135,17580,6799,175842,138496,4175,134321,130093,4228,37346,134321,130093,4228,101876,0.430000007,100724,1964,613717,46753,1655,26712,10056,6475,1855,25.20000076,39202,1650,358,384,174,115,59,734,621,113,37552,151990,9618,142372
2009,1.61E+11,"Boise City city; Boise City-Nampa, ID Metro Area; Idaho","Boise City city; Boise City-Nampa, ID Metro Area; Idaho",id,321,0,ACSSF,3107,16,8830,1608830,14260,Y,32100US161426008830,,,202703,,,,202703,185372,2731,1289,6110,262,2271,4668,161125,115018,647,114371,106913,7458,46107,114371,106913,7458,54989,0.432999998,89582,1980,213514,31715,1018,14965,7834,6270,1628,28.5,50555,3974,999,536,613,526,87,1826,1659,167,46581,131806,14859,116947
2009,63370048354,"Modesto city; Modesto, CA Metro Area; California","Modesto city; Modesto, CA Metro Area; California",ca,321,0,ACSSF,45536,6,48354,648354,33700,Y,32100US063370048354,,,202556,,,,202556,154052,7927,1921,13362,1623,15844,7827,150098,92836,130,92706,82389,10317,57262,92706,82389,10317,55254,0.442999989,72545,1977,341557,26628,634,9988,7233,7968,805,34.40000153,47552,5834,1627,474,643,590,53,3090,2788,302,41718,119283,15731,103552
2009,13386051000,"Montgomery city; Montgomery, AL Metro Area; Alabama","Montgomery city; Montgomery, AL Metro Area; Alabama",al,321,0,ACSSF,9905,1,51000,151000,33860,Y,32100US013386051000,,,202487,,,,202487,85634,110262,539,3080,73,815,2084,156002,100867,2156,98711,90927,7784,55135,98711,90927,7784,45989,0.488999993,92742,1975,123699,31718,1150,12264,7233,8457,2614,32.29999924,51437,8153,1071,380,813,602,211,5889,5235,654,43284,120473,19419,101054
2009,3.23E+11,"Paradise CDP; Las Vegas-Paradise, NV Metro Area; Nevada","Paradise CDP; Las Vegas-Paradise, NV Metro Area; Nevada",nv,321,0,ACSSF,3111,32,54600,3254600,29820,Y,32100US322982054600,,,201750,,,,201750,144643,18360,1926,15686,1185,14511,5439,161849,114883,219,114664,105746,8918,46966,114664,105746,8918,52947,0.425000012,97837,1985,287798,44860,920,20097,12000,10000,1843,30.60000038,46751,3812,876,544,487,315,172,1905,1678,227,42939,133668,14981,118687
2009,5.14E+11,"Richmond city; Richmond, VA Metro Area; Virginia","Richmond city; Richmond, VA Metro Area; Virginia",va,321,0,ACSSF,12117,51,67000,5167000,40060,Y,32100US514006067000,,,200976,,,,200976,85260,103248,785,3279,35,3423,4946,163801,104645,420,104225,93626,10599,59156,104225,93626,10599,40981,0.527999997,94131,1954,208953,42837,1495,16973,10693,11655,2021,32.5,38853,6926,617,459,550,445,105,5300,4903,397,31927,122590,23885,98705
2009,64186026000,"Fremont city; San Francisco-Oakland-Fremont, CA Metro Area; California","Fremont city; San Francisco-Oakland-Fremont, CA Metro Area; California",ca,321,0,ACSSF,45566,6,26000,626000,41860,Y,32100US064186026000,,,200932,,,,200932,75278,5985,1251,93698,1557,14837,8326,155649,106155,123,106032,99773,6259,49494,106032,99773,6259,103203,0.386999995,70122,1976,706029,22740,604,12618,4952,3810,756,26.39999962,50766,1714,585,372,98,85,13,659,573,86,49052,129293,6204,123089
2009,5.34E+11,"Spokane city; Spokane, WA Metro Area; Washington","Spokane city; Spokane, WA Metro Area; Washington",wa,321,0,ACSSF,11361,53,67000,5367000,44060,Y,32100US534406067000,,,200700,,,,200700,177788,4299,3024,4815,683,1928,8163,160391,101843,634,101209,92898,8311,58548,101209,92898,8311,42688,0.458000004,92005,1957,168444,36217,1003,15265,9267,9158,1524,31.5,47996,5929,1286,703,560,507,53,3380,3174,206,42067,127009,23237,103772
2009,2.24E+11,"Shreveport city; Shreveport-Bossier City, LA Metro Area; Louisiana","Shreveport city; Shreveport-Bossier City, LA Metro Area; Louisiana",la,321,0,ACSSF,11601,22,70000,2270000,43340,Y,32100US224334070000,,,199131,,,,199131,86379,105670,667,2048,56,1617,2694,153250,95480,922,94558,85358,9200,57770,94558,85358,9200,38249,0.504999995,90326,1968,117509,32113,922,12978,7157,8179,2877,31.5,46916,8156,964,379,660,433,227,6153,5510,643,38760,117381,22804,94577
2009,64014065000,"San Bernardino city; Riverside-San Bernardino-Ontario, CA Metro Area; California","San Bernardino city; Riverside-San Bernardino-Ontario, CA Metro Area; California",ca,321,0,ACSSF,45551,6,65000,665000,40140,Y,32100US064014065000,,,198464,,,,198464,99291,32374,1460,7614,355,51722,5648,140351,82630,78,82552,73156,9396,57721,82552,73156,9396,42795,0.421000004,62522,1969,293446,27021,599,9209,7059,8962,1192,37.29999924,42006,8702,2857,356,1095,926,169,4394,3947,447,33304,115030,26617,88413
2009,4.82E+11,"Irving city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Irving city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas",tx,321,0,ACSSF,34973,48,37000,4837000,19100,Y,32100US481910037000,,,197830,,,,197830,125528,21153,1469,23248,180,22502,3750,149761,111901,80,111821,103030,8791,37860,111821,103030,8791,51336,0.446999997,81778,1981,144877,44056,1808,22811,10230,7779,1428,26.89999962,45724,5768,2161,500,541,411,130,2566,2463,103,39956,131407,16779,114628
2009,63110036770,"Irvine city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Irvine city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California",ca,321,0,ACSSF,45519,6,36770,636770,31100,Y,32100US063110036770,,,197498,,,,197498,109995,3817,505,71679,565,5027,5910,160426,105200,196,105004,100295,4709,55226,105004,100295,4709,100127,0.430999994,75331,1988,742085,32343,913,14835,7485,6906,2204,29.10000038,46293,2162,721,571,221,119,102,649,370,279,44131,128528,13594,114934
2009,1.92E+11,"Des Moines city; Des Moines-West Des Moines, IA Metro Area; Iowa","Des Moines city; Des Moines-West Des Moines, IA Metro Area; Iowa",ia,321,0,ACSSF,14722,19,21000,1921000,19780,Y,32100US191978021000,,,196521,,,,196521,156397,17414,607,7743,21,8933,5406,153135,109047,234,108813,101753,7060,44088,108813,101753,7060,47809,0.437000006,89809,1956,125111,28766,999,12750,6411,7279,1327,30,48480,5080,1099,391,681,573,108,2909,2754,155,43400,121732,16094,105638
2009,5.34E+11,"Tacoma city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington","Tacoma city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington",wa,321,0,ACSSF,11359,53,70000,5370000,42660,Y,32100US534266070000,,,196118,,,,196118,133280,22947,3204,15820,1984,6545,12338,155702,98863,1527,97336,88926,8410,56839,97336,88926,8410,50658,0.451000005,85756,1963,255435,36093,1135,15241,8646,9546,1525,31.29999924,45803,5845,996,870,722,561,161,3257,2786,471,39958,124129,19659,104470
2009,63110030000,"Glendale city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Glendale city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California",ca,321,0,ACSSF,45518,6,30000,630000,31100,Y,32100US063110030000,,,195876,,,,195876,139533,3913,429,31250,156,17067,3528,161639,100700,20,100680,94015,6665,60939,100680,94015,6665,58823,0.488000005,75563,1960,696798,43984,655,16315,11146,14436,1432,36.40000153,48783,5193,2297,1189,321,149,172,1386,1043,343,43590,127636,13824,113812
2009,3.72E+11,"Fayetteville city; Fayetteville, NC Metro Area; North Carolina","Fayetteville city; Fayetteville, NC Metro Area; North Carolina",nc,321,0,ACSSF,17670,37,22920,3722920,22180,Y,32100US372218022920,,,195050,,,,195050,94893,77931,1382,4870,644,4919,10411,149215,100784,23499,77285,68657,8628,48431,77285,68657,8628,46113,0.444999993,80840,1979,119572,34331,1024,15622,7991,7105,2589,28.79999924,48550,7104,954,498,319,239,80,5333,4947,386,41446,111676,16621,95055
2009,2.62E+11,"Grand Rapids city; Grand Rapids-Wyoming, MI Metro Area; Michigan","Grand Rapids city; Grand Rapids-Wyoming, MI Metro Area; Michigan",mi,321,0,ACSSF,21945,26,34000,2634000,24340,Y,32100US262434034000,,,193242,,,,193242,131313,38952,1083,2987,295,13157,5455,150767,102512,125,102387,91248,11139,48255,102387,91248,11139,42705,0.444000006,80821,1951,133799,28875,538,11330,6738,8686,1583,33.90000153,43426,7467,1544,367,759,701,58,4797,4399,398,35959,118711,23495,95216
2009,1.31E+11,"Augusta-Richmond County consolidated government (balance); Augusta-Richmond County, GA-SC Metro Area (part); Georgia","Augusta-Richmond County consolidated government (balance); Augusta-Richmond County, GA-SC Metro Area (part); Georgia",ga,321,0,ACSSF,13147,13,4204,1304204,12260,Y,32100US131226004204,,,192824,,,,192824,82048,101036,628,3144,209,1836,3923,148932,92187,8133,84054,75261,8793,56745,84054,75261,8793,39991,0.470999986,84876,1975,106323,31633,939,13511,7138,7369,2676,30.10000038,46303,9060,1013,446,816,659,157,6785,5956,829,37243,109791,20789,89002
2009,5.15E+11,"Newport News city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Newport News city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia",va,321,0,ACSSF,12122,51,56000,5156000,47260,Y,32100US514726056000,,,192635,,,,192635,99594,78577,511,5326,253,2903,5471,147965,103248,9754,93494,86895,6599,44717,93494,86895,6599,52264,0.414999992,79655,1974,205803,34967,1208,15466,9659,7211,1423,30.10000038,48201,5189,526,406,452,408,44,3805,3418,387,43012,115151,13591,101560
2009,13366050000,"Mobile city; Mobile, AL Metro Area; Alabama","Mobile city; Mobile, AL Metro Area; Alabama",al,321,0,ACSSF,9904,1,50000,150000,33660,Y,32100US013366050000,,,191936,,,,191936,90876,94083,338,3461,90,1111,1977,148778,91122,345,90777,82217,8560,57656,90777,82217,8560,39280,0.50999999,89123,1969,123047,31867,809,12294,7429,8075,3260,32.40000153,48590,8933,740,612,551,343,208,7030,6293,737,39657,112898,20703,92195
2009,1.32E+11,"Columbus city; Columbus, GA-AL Metro Area (part); Georgia","Columbus city; Columbus, GA-AL Metro Area (part); Georgia",ga,321,0,ACSSF,13152,13,19000,1319000,17980,Y,32100US131798019000,,,188737,,,,188737,90761,85457,632,3554,345,3423,4565,144738,91369,12432,78937,72514,6423,53369,78937,72514,6423,44038,0.469999999,82780,1972,136949,31839,861,13950,7141,7660,2227,30,47988,7681,821,636,428,326,102,5796,5320,476,40307,102534,16777,85757
2009,53078041000,"Little Rock city; Little Rock-North Little Rock-Conway, AR Metro Area; Arkansas","Little Rock city; Little Rock-North Little Rock-Conway, AR Metro Area; Arkansas",ar,321,0,ACSSF,11167,5,41000,541000,30780,Y,32100US053078041000,,,188593,,,,188593,98247,77983,643,4518,26,3879,3297,147662,100996,285,100711,94052,6659,46666,100711,94052,6659,46873,0.510999978,90776,1974,149438,33949,1104,14721,7678,8355,2091,30.20000076,46305,5587,682,418,493,436,57,3994,3573,421,40718,118288,16962,101326
